HIP,right ascension_lon,declination_lat,apparent magnitude,Star Name
38048,116.75,-12.18,5.48,
38070,117,-25.93,4.4,
38089,117,-47.06,4.69,
38146,117.25,-24.9,5.32,
38152,117.25,-56.4,5.57,
38159,117.25,-46.85,5.82,
38160,117.25,-60.28,5.78,
38164,117.25,-46.36,4.1,
38167,117.25,-35.23,5.94,
38170,117.25,-24.85,3.34,
38200,117.25,-33.28,5.61,
38210,117.25,-66.18,5.78,
38211,117.25,-17.21,5.17,
38253,117.5,-9.18,5.6,
38267,117.5,-50.5,5.89,
38373,117.75,1.76,5.12,
38375,117.75,-21.16,5.62,
38382,117.75,-13.88,5.16,
38414,118,-40.56,3.71,
38423,118,-34.7,5.01,
38427,118,-14.83,5.69,
38438,118,-54.36,5.7,
38455,118,-38.85,4.49,
38474,118,-5.41,5.76,
38497,118.25,-36.35,5.44,
38500,118.25,-49.6,4.63,
38518,118.25,-48.1,4.22,
38538,118.25,26.75,4.97,
38593,118.5,-35.86,5.48,
38639,118.5,47.55,5.47,
38656,118.5,-57.3,5.62,
38712,118.75,8.85,5.86,
38722,118.75,19.88,5.38,
38783,119,-60.51,5.74,
38827,119,-52.96,3.46,
38835,119,-22.86,4.2,
38846,119,-43.5,5.36,
38848,119,15.78,5.8,
38872,119.25,-44.1,5.08,
38901,119.25,-30.33,4.76,
38908,119.25,-60.3,5.59,
38917,119.25,-45.56,5.14,
38957,119.5,-49.23,4.47,
38962,119.5,2.21,5.3,
38994,119.5,-60.81,5.77,
39014,119.75,-45.2,5.98,
39023,119.75,-23.3,5.09,
39061,119.75,-39.28,5.22,
39070,119.75,-60.58,5.19,
39079,119.75,-3.66,4.93,
39095,119.75,-18.38,4.61,
39117,120,73.91,5.37,
39138,120,-63.56,4.81,
39177,120,17.3,5.6,
39184,120,-54.15,5.87,
39191,120,25.38,5.87,
39211,120.25,-1.38,4.69,
39213,120.25,4.86,5.65,
39221,120.25,59.03,5.78,
39236,120.25,16.45,5.99,
39251,120.25,-37.28,5.9,
39311,120.5,2.33,4.39,
39360,120.5,-41.3,5.52,
39380,120.75,-32.45,5.83,
39424,120.75,27.78,4.94,
39429,120.75,-40,2.21,Naos
39487,121,-32.66,5.25,
39527,121,-50.58,5.96,
39538,121,79.46,5.39,
39566,121.25,-53.1,5.52,
39567,121.25,13.11,5.14,
39659,121.5,22.63,5.96,
39690,121.5,-45.25,5.04,
39734,121.75,-20.55,5.33,
39757,121.75,-24.3,2.83,
39780,121.75,21.56,5.3,
39794,121.75,-68.61,4.35,
39847,122,51.5,4.78,
39863,122,-2.98,4.36,
39903,122.25,-61.3,4.74,
39906,122.25,-19.23,4.4,
39919,122.25,-48.68,5.66,
39943,122.25,-16.23,5.66,
39953,122.25,-47.33,1.75,
39957,122.25,-56.08,5.66,
39961,122.25,-44.11,5.2,
39970,122.25,-47.93,5.23,
39995,122.5,58.23,5.91,
40023,122.5,25.5,5.73,
40035,122.5,-13.78,5.53,
40077,122.75,-48.45,5.83,
40084,122.75,-12.91,4.72,
40091,122.75,-39.61,4.44,
40096,122.75,-42.98,4.73,
40107,122.75,-7.76,5.36,
40155,122.75,-46.63,5.77,
40167,123,17.63,4.67,
40183,123,-46.25,6,
40215,123,68.46,5.34,
40240,123.25,29.65,5.62,
40259,123.25,-15.78,4.99,
40274,123.25,-35.88,4.78,
40282,123.25,-50.18,5.52,
40285,123.25,-46.98,5.14,
40305,123.25,56.45,5.88,
40321,123.25,-36.31,5.09,
40326,123.5,-40.33,4.42,
40344,123.5,-35.48,5.77,
40357,123.5,-45.83,5.86,
40429,123.75,-62.9,5.16,
40526,124,9.18,3.53,
40646,124.25,59.56,5.63,
40678,124.5,-35.45,5.59,
40680,124.5,-65.6,5.06,
40693,124.5,-12.61,5.95,
40702,124.5,-76.91,4.05,
40706,124.5,-36.65,4.44,
40772,124.75,62.5,5.73,
40793,124.75,75.75,5.55,
40817,124.75,-71.5,5.33,
40834,125,-71.5,5.63,
40843,125,27.21,5.13,
40866,125,20.73,5.8,
40875,125,57.73,5.89,
40881,125,24.01,5.92,
40888,125,-77.48,4.34,
40889,125,72.4,6,
40932,125.25,-57.96,5.96,
40943,125.25,-36.48,5.18,
40944,125.25,-20.06,5.58,
40945,125.25,-33.05,4.83,
40990,125.25,-17.58,5.71,
41003,125.5,-73.4,5.28,
41037,125.5,-59.5,1.86,Avior
41039,125.5,-48.48,4.79,
41074,125.5,-26.33,5.88,
41075,125.5,43.18,4.25,
41080,125.5,-7.53,5.92,
41081,125.5,-52.11,5.89,
41117,125.75,18.31,5.94,
41152,125.75,53.21,5.52,
41191,126,-80.9,5.67,
41211,126,-3.75,5.61,
41242,126,-23.15,5.67,
41250,126,-42.76,5.97,
41260,126.25,-24.03,5.32,
41296,126.25,-51.71,5.18,
41299,126.25,2.1,5.74,
41307,126.25,-3.9,3.91,
41312,126.25,-66.13,3.77,
41321,126.25,-64.6,5.95,
41323,126.25,-42.15,5.45,
41325,126.25,7.55,5.13,
41328,126.25,-14.91,5.96,
41375,126.5,-3.98,5.6,
41377,126.5,27.88,5.58,
41395,126.5,-12.53,5.52,
41400,126.5,12.65,5.56,
41451,126.75,-70.08,5.51,
41483,126.75,-53.08,5.08,
41515,126.75,-35.1,5.75,
41578,127,14.2,5.94,
41616,127.25,-47.91,5.33,
41621,127.25,-44.15,5.82,
41639,127.25,-44.71,5.03,
41674,127.25,-46.31,5.98,
41676,127.25,67.28,5.89,
41704,127.5,60.71,3.35,
41723,127.5,-32.15,5.61,
41816,127.75,24.06,5.71,
41817,127.75,-19.56,5.42,
41822,127.75,18.08,5.33,
41861,128,-53.2,5.68,
41909,128,20.43,5.33,
41935,128,38.01,5.88,
42001,128.25,-38.83,5.92,
42008,128.25,4.75,5.89,
42028,128.5,-2.15,5.8,
42080,128.5,65.13,5.47,
42088,128.5,-49.93,5.01,
42090,128.5,36.41,5.76,
42129,128.75,-58.21,5.27,
42134,128.75,-58,4.84,
42146,128.75,-7.96,5.72,
42147,128.75,-26.83,5.95,
42172,128.75,6.61,5.91,
42177,128.75,-50.96,5.79,
42265,129.25,9.65,5.92,
42286,129.25,-62.85,5.45,
42312,129.25,-42.98,4.11,
42313,129.25,5.7,4.14,
42334,129.25,-26.25,5.24,
42365,129.5,32.8,5.96,
42372,129.5,53.4,5.66,
42402,129.5,3.33,4.45,
42425,129.75,-70.38,5.19,
42430,129.75,-22.65,5.05,
42438,129.75,65.01,5.63,
42452,129.75,52.7,5.91,
42459,129.75,-53.43,5.45,
42483,129.75,-29.55,4.86,
42504,129.75,-53.05,5.18,
42509,130,-12.46,4.98,
42515,130,-35.3,3.97,
42527,130,64.31,4.59,
42535,130,-53,5.56,
42536,130,-52.91,3.6,
42540,130,-40.25,5.2,
42564,130,-45.18,5.67,
42568,130,-59.75,4.31,
42570,130,-46.63,3.77,
42604,130.25,45.83,5.35,
42614,130.25,-48.91,5.9,
42624,130.25,-47.31,4.74,
42637,130.25,-78.95,5.46,
42662,130.25,-15.93,4.87,
42679,130.25,-45.4,5.2,
42712,130.5,-48.08,5.48,
42715,130.5,-53.1,5.49,
42726,130.5,-53.1,4.83,
42795,130.75,12.66,5.62,
42799,130.75,3.38,4.3,
42806,130.75,21.46,4.66,
42828,130.75,-33.18,3.68,
42834,130.75,-49.81,5.15,
42835,130.75,-7.23,4.63,
42884,131,-42.63,4.05,
42911,131,18.15,3.94,
42913,131,-54.7,1.93,
42917,131,10.06,5.63,
42923,131,-37.13,5.74,
43012,131.25,-79.5,5.79,
43023,131.5,-46.03,3.87,
43026,131.5,-2.03,5.7,
43067,131.5,-13.53,4.32,
43082,131.5,-45.9,5.43,
43103,131.5,28.75,4.03,
43105,131.5,-56.76,4.5,
43109,131.5,6.41,3.38,
43121,131.5,12.1,5.89,
43142,131.75,-1.88,5.28,
43148,131.75,-46.15,5.71,
43234,132,5.83,4.35,
43305,132.25,-3.43,5.3,
43325,132.25,-40.31,5.47,
43347,132.25,-45.3,4.94,
43352,132.25,-32.76,5.19,
43370,132.5,-29.45,5.86,
43392,132.5,-42.08,6,
43409,132.5,-27.7,4.02,
43413,132.5,-46.51,5.09,
43414,132.5,-66.78,5.34,
43496,132.75,-7.16,5.55,
43499,132.75,-57.63,5.59,
43531,132.75,43.71,5.15,
43550,133,42,5.98,
43553,133,45.3,5.96,
43584,133,32.46,5.67,
43587,133,28.31,5.96,
43589,133,-48.35,5.92,
43603,133,-38.71,5.79,
43644,133.25,61.95,5.72,
43669,133.25,-60.35,5.78,
43671,133.25,-47.51,5.31,
43721,133.5,30.56,5.4,
43783,133.75,-60.63,3.84,
43797,133.75,-54.95,5.7,
43798,133.75,-18.23,5.75,
43813,133.75,5.93,3.11,
43825,133.75,-27.66,4.87,
43834,133.75,27.91,5.23,
43851,133.75,11.61,5.44,
43878,134,-52.71,4.68,
43894,134,40.2,5.9,
43899,134,-16.7,5.95,
43903,134,64.6,5.57,
43908,134,-85.65,5.43,
43923,134,45.61,5.72,
43932,134,32.9,5.44,
43937,134,-59.21,4.93,
43970,134.25,15.31,5.22,
44001,134.25,15.56,5.68,
44024,134.25,-48.56,5.88,
44066,134.5,11.85,4.26,
44075,134.5,-16.11,5.8,
44093,134.5,-47.23,5.17,
44127,134.75,48.03,3.12,
44143,134.75,-59.08,5.17,
44154,134.75,32.41,5.23,
44191,135,-41.25,4.45,
44248,135,41.78,3.96,
44256,135,-60.95,5.8,
44283,135.25,-68.68,5.89,
44299,135.25,-41.85,5.56,
44307,135.25,32.25,5.89,
44337,135.25,-52.18,5.23,
44356,135.25,-0.46,5.64,
44382,135.5,-66.38,4,
44390,135.5,67.61,4.74,
44405,135.5,24.45,5.45,
44406,135.5,7.28,5.85,
44471,135.75,47.15,3.57,
44504,136,54.28,5.74,
44511,136,-47.08,3.75,
44599,136.25,-72.6,4.47,
44613,136.25,48.51,5.48,
44626,136.25,-70.53,4.66,
44659,136.25,5.08,4.99,
44700,136.5,38.45,4.56,
44798,136.75,10.66,5.23,
44816,136.75,-43.41,2.23,
44818,137,29.65,5.42,
44824,137,-25.85,4.62,
44857,137,66.86,5.15,
44883,137,-8.58,5.6,
44892,137,26.61,5.95,
44897,137,33.86,5.95,
44901,137,51.6,4.46,
44923,137.25,-18.31,5.73,
44936,137.25,-12.35,5.76,
44946,137.25,22.03,5.16,
44961,137.25,-8.78,5.47,
45001,137.25,-30.35,5.59,
45038,137.5,67.13,4.8,
45075,137.5,63.5,4.67,
45080,137.5,-58.96,3.43,
45085,137.75,-44.86,4.99,
45101,137.75,-62.31,3.96,
45122,137.75,-46.58,5.78,
45158,137.75,-19.73,5.72,
45189,138,-43.6,5.56,
45219,138,-59.4,5.54,
45238,138.25,-69.71,1.67,Miaplacidus
45270,138.25,-47.33,5.92,
45290,138.25,43.21,5.3,
45314,138.5,-44.13,5.85,
45328,138.5,-55.56,5.26,
45333,138.5,61.41,5.18,
45336,138.5,2.3,3.89,
45344,138.5,-43.21,5.24,
45386,138.5,-37.6,5.85,
45410,138.75,14.93,5.36,
45412,138.75,34.63,5.98,
45439,138.75,-38.56,4.92,
45448,138.75,-37.4,4.63,
45455,138.75,56.73,5.28,
45461,138.75,72.93,5.93,
45493,139,54.01,4.8,
45496,139,-57.53,4.34,
45505,139,-44.25,5.12,
45526,139,-8.73,5.49,
45527,139,-6.35,5.24,
45544,139,-39.4,5.31,
45556,139.25,-59.26,2.21,Tureis
45559,139.25,-14.56,5.83,
45571,139.25,-68.68,5.38,
45581,139.25,-74.88,5.28,
45585,139.25,-74.73,5.86,
45590,139.25,46.81,5.96,
45631,139.5,-51.05,5.26,
45661,139.5,35.35,5.94,
45675,139.5,-51.55,5.83,
45688,139.5,36.8,3.82,
45743,139.75,-15.83,5.79,
45751,139.75,-11.96,4.77,
45811,140,-9.55,4.8,
45856,140,-62.4,4.79,
45860,140.25,34.38,3.14,
45902,140.25,-25.95,4.71,
45915,140.25,56.68,5.79,
45920,140.25,-55.5,5.61,
45924,140.25,-42.18,5.56,
45941,140.5,-55,2.47,
45962,140.5,-46.03,5.74,
46026,140.75,-28.83,4.71,
46101,141,-61.63,5.99,
46107,141,-80.78,5.34,
46146,141,26.16,4.47,
46221,141.25,-5.11,5.6,
46225,141.25,-61.95,5.77,
46283,141.5,-53.36,5.09,
46358,141.75,-71.6,5.46,
46371,141.75,-22.33,4.72,
46390,141.75,-8.65,1.99,Alphard
46404,141.75,-6.06,5.38,
46454,142,9.05,5.4,
46457,142,8.18,5.72,
46460,142,-66.7,5.9,
46471,142,45.6,5.4,
46482,142,-62.26,5.91,
46509,142.25,-2.76,4.59,
46511,142.25,-20.73,5.66,
46515,142.25,-35.95,4.51,
46578,142.25,-26.58,5.49,
46594,142.5,-51.51,5.45,
46618,142.5,-15.56,5.86,
46620,142.5,-58.35,5.88,
46651,142.5,-40.46,3.6,
46652,142.5,33.65,5.87,
46657,142.5,-31.88,5.75,
46701,142.75,-57.03,3.16,
46733,142.75,63.05,3.65,
46734,142.75,-31.86,5.91,
46735,142.75,35.1,5.39,
46736,142.75,-35.7,5.86,
46741,142.75,-73.06,5.46,
46750,142.75,22.96,4.32,
46771,142.75,11.3,4.99,
46774,142.75,9.7,5.07,
46776,142.75,-1.18,4.54,
46811,143,-40.63,5.35,
46813,143,-19.4,5.74,
46853,143,51.66,3.17,
46859,143,-13.51,5.95,
46880,143.25,-21.1,5.02,
46897,143.25,-22.85,5.92,
46914,143.25,-49,5.12,
46928,143.25,-80.93,5.07,
46950,143.5,-51.25,5.01,
46952,143.5,36.38,4.54,
46974,143.5,-59.21,4.08,
46977,143.5,69.81,4.54,
46982,143.5,-5.9,5.56,
47006,143.5,52.05,4.47,
47013,143.5,72.2,5.77,
47029,143.75,39.61,4.81,
47080,143.75,35.8,5.4,
47168,144,31.15,5.57,
47175,144,-49.35,4.34,
47187,144.25,-25.28,5.68,
47189,144.25,16.43,5.73,
47193,144.25,81.31,4.28,
47199,144.25,-32.16,5.62,
47204,144.25,-53.66,5.44,
47205,144.25,6.83,5,
47224,144.25,-36.08,5.96,
47267,144.5,-43.18,5.51,
47300,144.5,40.23,5.28,
47310,144.5,4.63,4.68,
47391,144.75,-61.31,4.51,
47401,144.75,67.26,5.96,
47431,144.75,-1.13,3.9,
47452,145,-14.31,5.07,
47479,145,-57.98,5.3,
47498,145.25,-57.25,5.8,
47508,145.25,9.88,3.52,
47522,145.25,-23.58,4.76,
47544,145.25,31.26,5.9,
47559,145.25,-55.2,5.99,
47570,145.5,39.75,5.61,
47592,145.5,-23.9,4.93,
47594,145.5,69.23,5.72,
47654,145.5,72.25,5.15,
47701,145.75,29.96,5.64,
47717,145.75,-53.88,5.56,
47723,145.75,14.01,5.36,
47758,146,-27.76,4.78,
47854,146.25,-62.5,3.69,
47908,146.25,23.76,2.97,Ras Elased Australis
47943,146.5,6.7,5.8,
47956,146.5,-76.76,5.43,
47959,146.5,11.8,5.67,
47960,146.5,1.78,5.65,
47963,146.5,-44.75,5.58,
47965,146.5,57.11,5.09,
48002,146.75,-65.06,2.92,
48113,147,46.01,5.08,
48191,147.25,-37.18,5.95,
48224,147.25,-45.71,5.09,
48287,147.5,-46.93,5.72,
48310,147.5,-62.73,5.56,
48319,147.5,59.03,3.78,
48339,147.75,-59.41,5.79,
48348,147.75,-46.18,5.62,
48356,147.75,-14.83,4.11,
48374,147.75,-46.53,4.58,
48390,147.75,24.38,5.29,
48402,148,54.05,4.55,
48437,148,-8.1,5.07,
48455,148,26,3.88,
48519,148.25,5.95,5.9,
48527,148.25,-51.13,5.95,
48559,148.5,-25.91,4.87,
48561,148.5,-45.28,5.72,
48613,148.5,-50.23,5.71,
48615,148.5,-19,4.94,
48682,148.75,49.81,5.27,
48734,149,8.91,5.85,
48748,149,-33.41,5.83,
48774,149,-54.56,3.52,
48802,149.25,57.41,5.97,
48833,149.25,41.05,5.11,
48883,149.5,12.43,5.26,
48893,149.5,72.86,5.86,
48926,149.5,-35.88,5.23,
48982,149.75,29.63,5.75,
49005,149.75,56.8,5.5,
49029,150,8.03,4.68,
49065,150,-82.2,5.53,
49081,150.25,31.91,5.37,
49164,150.5,-60.41,5.93,
49220,150.5,21.93,5.68,
49339,151,-24.28,5.7,
49363,151,53.88,5.71,
49402,151.25,-13.05,4.6,
49485,151.5,-47.36,5.06,
49569,151.75,-17.13,5.59,
49583,151.75,16.75,3.48,
49593,151.75,35.23,4.49,
49637,151.75,9.98,4.39,
49641,151.75,-0.36,4.48,
49669,152,11.96,1.36,Regulus
49698,152,-65.8,5.26,
49712,152,-51.8,4.85,
49764,152.25,-68.66,5.8,
49809,152.5,-12.8,5.3,
49812,152.5,-8.4,5.91,
49841,152.5,-12.35,3.61,
49844,152.5,-41.7,5.98,
49865,152.5,-8.41,5.64,
49893,152.75,37.4,5.86,
49934,152.75,-58.05,5.7,
50027,153,4.6,5.77,
50070,153.25,-51.21,5.27,
50078,153.25,-51.75,5.78,
50083,153.25,-66.36,5.15,
50099,153.25,-70.03,3.29,
50103,153.25,-40.33,5.91,
50191,153.5,-42.11,3.85,
50241,153.75,-43.1,5.59,
50303,154,29.3,5.49,
50319,154,23.5,5.95,
50333,154,13.71,5.42,
50335,154,23.41,3.43,
50336,154,25.36,5.84,
50371,154.25,-61.31,3.39,
50372,154.25,42.9,3.45,
50384,154.25,23.1,5.81,
50414,154.25,-8.06,5.25,
50448,154.5,65.1,5.74,
50456,154.5,-28.98,5.52,
50480,154.5,-41.66,5.97,
50493,154.5,-56.1,5.8,
50520,154.75,-64.66,5.66,
50546,154.75,48.38,6,
50555,154.75,-55.01,4.59,
50564,154.75,19.46,4.78,
50583,154.75,19.83,2.01,Algieba
50609,155,-47.68,5.66,
50676,155,-56.03,4.5,
50685,155.25,68.73,5.88,
50786,155.5,41.21,5.73,
50799,155.5,-41.65,4.82,
50801,155.5,41.48,3.06,
50847,155.5,-66.9,4.97,
50860,155.75,33.9,5.89,
50885,155.75,-4.06,5.93,
50888,155.75,-38,5.34,
50933,156,65.55,4.94,
50935,156,33.71,5.52,
50954,156,-74.01,3.99,
50993,156,-58.56,5.93,
51008,156.25,8.78,5.61,
51046,156.25,-7.05,5.6,
51056,156.25,33.78,4.72,
51069,156.5,-16.83,3.83,
51140,156.5,-54.86,5.58,
51172,156.75,-31.06,4.28,
51192,156.75,-57.63,4.65,
51194,156.75,-65.7,6,
51200,156.75,41.6,6,
51232,156.75,-58.73,3.81,
51233,156.75,36.7,4.2,
51313,157,-64.16,5.27,
51362,157.25,-2.73,5.19,
51364,157.25,-29.65,5.58,
51376,157.25,-30.6,5.57,
51384,157.25,84.25,5.52,
51420,157.5,38.91,5.79,
51437,157.5,-0.63,5.08,
51438,157.5,-71.98,4.72,
51459,157.5,55.96,4.82,
51491,157.5,-13.58,5.59,
51495,157.75,-73.21,4.94,
51502,157.75,82.55,5.25,
51523,157.75,-53.7,4.89,
51556,157.75,32.36,5.9,
51561,157.75,-45.06,5.76,
51576,158,-61.68,3.3,
51585,158,14.13,5.43,
51610,158,-44.61,5.91,
51623,158,-58.66,5.98,
51624,158,9.3,3.84,
51635,158,-47,5.02,
51658,158.25,40.41,4.72,
51685,158.25,34.98,5.57,
51718,158.5,-23.73,5.08,
51775,158.5,6.95,5.07,
51802,158.75,8.65,5.67,
51808,158.75,75.7,4.86,
51814,158.75,57.06,5.16,
51821,158.75,-39.55,5.5,
51839,158.75,-78.6,4.11,
51849,158.75,-57.55,4.45,
51912,159,-59.55,5.08,
51933,159,-12.21,5.71,
51979,159.25,-27.4,4.87,
51986,159.25,-48.21,3.84,
52004,159.25,-58.73,5.47,
52009,159.25,-13.38,4.89,
52043,159.5,-57.25,5.89,
52085,159.5,-16.86,4.91,
52098,159.5,31.96,4.68,
52102,159.5,-59.16,4.69,
52127,159.5,-58.81,5.96,
52136,159.75,53.66,5.55,
52139,159.75,37.9,5.84,
52154,159.75,-55.6,4.29,
52221,160,-65.1,5.51,
52338,160.25,68.43,5.74,
52340,160.25,-79.76,5.97,
52353,160.25,65.7,5.12,
52370,160.5,-64.45,4.76,
52405,160.5,-59.2,5.36,
52407,160.5,-32.7,5.63,
52419,160.5,-64.38,2.74,
52422,160.75,26.31,5.51,
52425,160.75,69.06,5.01,
52452,160.75,4.73,5.77,
52457,160.75,23.18,5.08,
52468,160.75,-60.55,4.58,
52469,160.75,46.2,5.18,
52478,160.75,57.18,5.79,
52487,160.75,-64.23,5.74,
52502,161,-63.95,4.8,
52577,161.25,67.4,5.95,
52595,161.25,-80.46,5.46,
52633,161.25,-80.53,4.45,
52638,161.25,30.66,5.36,
52678,161.5,-64.5,5.33,
52686,161.5,18.88,5.5,
52689,161.5,14.18,5.49,
52701,161.5,-64.25,5.23,
52727,161.5,-49.41,2.69,
52736,161.5,-64.38,4.87,
52737,161.5,-17.28,5.44,
52742,161.5,-56.75,5.14,
52827,162,-59.91,5.98,
52841,162,-31.68,5.87,
52863,162,-1.95,5.92,
52911,162.25,10.53,5.32,
52922,162.25,-59.31,5.85,
52943,162.25,-16.18,3.11,
52948,162.25,-9.85,5.85,
52965,162.25,-34.05,5.61,
52980,162.5,-8.88,5.8,
53035,162.75,-3.08,5.95,
53043,162.75,56.56,5.66,
53064,162.75,59.31,5.57,
53154,163,-57.23,5.26,
53229,163.25,34.2,3.79,
53252,163.25,-20.13,5.23,
53253,163.25,-58.85,3.78,
53257,163.25,69.85,5.91,
53261,163.25,54.58,5.12,
53272,163.25,-70.71,5.99,
53273,163.25,-2.11,5.45,
53295,163.25,43.18,4.66,
53316,163.5,-13.75,5.65,
53334,163.5,-61.81,5.95,
53377,163.5,34.03,5.73,
53394,163.75,-60.51,5.93,
53417,163.75,24.73,4.3,
53423,163.75,0.73,5.91,
53426,163.75,33.5,5.02,
53449,164,6.18,5.91,
53502,164,-37.13,4.6,
53530,164.25,-50.75,5.9,
53699,164.75,-33.73,5.7,
53721,164.75,40.41,5.03,
53723,164.75,-16.35,5.88,
53726,164.75,36.08,5.99,
53740,164.75,-18.28,4.08,
53762,164.75,-43.8,5.81,
53773,165,-42.21,4.37,
53778,165,-14.06,5.86,
53781,165,45.51,5.47,
53807,165,3.61,4.84,
53824,165,6.1,4.98,
53838,165,39.2,5.06,
53907,165.25,-2.48,4.73,
53910,165.25,56.36,2.34,Merak
53954,165.5,20.16,4.42,
54029,165.75,-11.3,5.51,
54049,165.75,0,5.95,
54061,165.75,61.75,1.81,Dubhe
54137,166,-47.66,5.67,
54173,166,-35.8,5.43,
54182,166.25,7.33,4.62,
54204,166.25,-27.28,4.92,
54255,166.25,-27.28,5.69,
54301,166.5,-62.41,4.62,
54327,166.5,-70.86,5.58,
54336,166.5,1.95,5.52,
54360,166.75,-42.63,5.15,
54461,167,-61.93,5.11,
54463,167,-58.96,3.93,
54477,167,-28.06,5.43,
54487,167,24.65,5.7,
54522,167.25,36.3,5.71,
54537,167.25,43.2,5.89,
54539,167.25,44.48,3,
54561,167.25,-32.36,5.79,
54682,167.75,-22.81,4.46,
54746,168,-49.1,5.37,
54751,168,-60.31,4.59,
54767,168,-64.16,5.22,
54811,168.25,-44.36,5.77,
54829,168.25,-59.61,5.74,
54840,168.25,-53.21,5.75,
54849,168.25,-0.06,5.4,
54863,168.5,8.05,5.79,
54872,168.5,20.51,2.56,Zosma
54879,168.5,15.41,3.33,
54951,168.75,23.08,4.56,
55016,168.75,13.3,5.31,
55084,169,-3.65,4.45,
55086,169,49.46,5.88,
55137,169.25,2,5.18,
55203,169.5,31.51,3.79,
55219,169.5,33.08,3.49,
55249,169.5,1.65,5.9,
55266,169.75,38.18,4.76,
55280,169.75,-64.56,5.99,
55282,169.75,-14.76,3.56,
55425,170.25,-54.48,3.9,
55434,170.25,6.01,4.05,
55560,170.5,43.46,4.99,
55581,170.75,-56.76,5.82,
55588,170.75,-36.15,5,
55597,170.75,-64.95,5.09,
55598,170.75,-18.76,5.08,
55642,170.75,10.51,4,
55650,171,1.4,5.39,
55657,171,-72.25,5.55,
55687,171,-10.85,4.81,
55705,171,-17.68,4.06,
55716,171,11.41,5.8,
55756,171.25,-36.05,5.21,
55763,171.25,-37.73,5.87,
55765,171.25,16.45,5.58,
55779,171.25,-63.96,5.18,
55797,171.25,55.85,5.73,
55831,171.5,-61.1,5.22,
55849,171.5,-53.15,5.8,
55874,171.75,-12.35,5.93,
55945,171.75,2.85,4.95,
56000,172,-42.66,5.14,
56034,172.25,39.33,5.3,
56035,172.25,61.76,5.83,
56078,172.25,-24.45,5.77,
56080,172.25,15.4,5.74,
56127,172.5,-3,4.77,
56146,172.5,18.4,5.54,
56148,172.5,43.16,5.94,
56211,172.75,69.31,3.82,
56243,172.75,-59.43,5.07,
56250,172.75,-59.5,5.12,
56280,173,-29.25,4.93,
56287,173,-66.95,5.89,
56290,173,61.06,5.46,
56318,173,-7.81,5.94,
56319,173,-40.43,5.64,
56332,173,-31.08,5.13,
56343,173.25,-31.85,3.54,
56391,173.25,-40.58,5.39,
56445,173.5,3.05,5.76,
56452,173.5,-32.83,5.96,
56473,173.5,16.78,5.95,
56480,173.5,-54.25,4.62,
56497,173.5,-49.13,5.5,
56510,173.75,54.78,5.63,
56518,173.75,-47.36,5.64,
56561,173.75,-63.01,3.11,
56573,173.75,-47.63,5.26,
56583,174,69.31,5.19,
56601,174,27.76,5.8,
56606,174,-61.05,5.84,
56620,174,-33.56,5.71,
56633,174,-9.8,4.7,
56647,174,-0.81,4.3,
56656,174.25,-61.28,5.14,
56675,174.25,-75.88,5.64,
56700,174.25,-47.73,5.46,
56727,174.25,-67.61,5.94,
56754,174.5,-61.81,5.15,
56770,174.5,43.61,5.56,
56779,174.5,8.13,5.24,
56802,174.5,-13.2,5.48,
56862,174.75,-65.38,5.01,
56922,175,-34.73,4.7,
56970,175,-53.96,5.95,
56975,175,21.35,5.26,
56986,175,-62.08,4.93,
56997,175.25,34.2,5.31,
57013,175.25,-43.08,5.54,
57029,175.25,31.73,5.73,
57047,175.25,-32.48,5.2,
57111,175.5,66.73,5.32,
57165,175.75,-37.18,5.98,
57175,175.75,-62.48,5,
57283,176,-18.35,4.71,
57328,176.25,8.25,4.84,
57363,176.25,-66.71,3.63,
57371,176.25,-45.68,5.28,
57380,176.25,6.51,4.04,
57399,176.5,47.76,3.69,
57439,176.5,-61.16,4.11,
57443,176.5,-40.5,4.89,
57477,176.5,55.61,5.27,
57512,176.75,-57.68,5.42,
57562,176.75,8.23,5.31,
57565,176.75,20.21,4.5,
57581,177,-66.8,4.75,
57606,177,14.28,5.9,
57613,177,-26.73,5.1,
57632,177.25,14.56,2.14,Denebola
57669,177.25,-63.78,4.3,
57670,177.25,34.91,5.73,
57696,177.25,-70.21,4.98,
57741,177.5,-62.63,5.68,
57757,177.5,1.75,3.59,
57791,177.75,-5.33,5.62,
57803,177.75,-45.16,4.47,
57841,177.75,-30.83,5.85,
57851,177.75,-65.2,4.89,
57870,178,-56.98,5.56,
57936,178,-33.9,4.29,
58001,178.25,53.68,2.41,Phad
58082,178.5,-25.7,5.26,
58103,178.75,-63.26,5.89,
58110,178.75,8.43,5.58,
58158,178.75,-28.46,5.93,
58159,178.75,15.63,5.53,
58181,178.75,56.58,5.83,
58188,179,-17.15,5.17,
58326,179.25,-62.43,5.59,
58379,179.5,-56.31,5.44,
58427,179.5,-64.33,5.59,
58460,179.75,33.16,5.95,
58484,179.75,-78.21,4.88,
58510,179.75,3.65,5.36,
58576,180,-10.43,5.54,
58587,180,-19.65,5.28,
58590,180,6.6,4.65,
58654,180.25,36.03,5.59,
58684,180.5,43.03,5.22,
58720,180.5,-69.18,5.89,
58758,180.75,-63.3,4.32,
58803,180.75,-42.43,5.15,
58858,181,21.45,5.89,
58867,181,-63.15,4.72,
58884,181,-68.31,5.34,
58905,181,-76.51,5.04,
